,mu_buy,mu_sell,alpha_bb,alpha_bs,alpha_sb,alpha_ss,beta,avg_mark,br_bb,br_bs,br_sb,br_ss,spectral_radius,total_branching,log_likelihood,is_stationary
2019-08-13,1e-10,4.9770233108223255e-05,1413.224350721411,1351.6444648503068,484.3587173847924,1569.6189284483153,10376.059643707395,2.7160415393413766,0.36992617359287233,0.35380699793689474,0.12678593238012276,0.4108640810664123,0.6031784165774575,1.2613831849763022,1351100.13482494,True
